"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"CDS:b2920:scpC:propionyl-CoA,succinate_CoA_transferase:cds2876:+:1478:NC_000913.3"	2.45980294487439	3.65942654481156	2.93818887615917	0.113186905982982	0.361852646782413
"CDS:b3731:atpC:F1_sector_of_membrane-bound_ATP_synthase2C_epsilon_subunit:cds3679:-:419:NC_000913.3"	1.02274635797818	9.47038255075988	2.89612505326025	0.113358307069997	0.361852646782413
"CDS:b0367:tauC:taurine_transporter_subunit:cds362:+:827:NC_000913.3"	2.76272453832562	2.56261782892195	2.89349552482322	0.113506433306635	0.361852646782413
"CDS:b0768:ybhD:putative_DNA-binding_transcriptional_regulator:cds749:-:953:NC_000913.3"	2.76272453832562	2.56261782892195	2.89349552482322	0.113506433306635	0.361852646782413
"CDS:b4195:ulaC:L-ascorbate-specific_enzyme_IIA_component_of_PTS:cds4113:+:464:NC_000913.3"	2.76272453832562	2.56261782892195	2.89349552482322	0.113506433306635	0.361852646782413
"CDS:b2013:yeeE:UPF0394_family_inner_membrane_protein:cds1995:-:1058:NC_000913.3"	1.73432802100919	4.46193250427784	2.93416404815704	0.113589345433199	0.361857384304756
"CDS:b1068:yceM:putative_oxidoreductase:cds1045:+:923:NC_000913.3"	0.806049905261989	5.96139396456616	2.88788373048929	0.113823354090278	0.362343112877646
"CDS:b2519:pbpC:penicillin-insensitive_murein_repair_transglycosylase3B_inactive_transpeptidase_domain:cds2500:-:2312:NC_000913.3"	0.994423871899958	5.42589511001678	2.88037082846756	0.114249346183265	0.362719895136842
"CDS:b3649:rpoZ:RNA_polymerase2C_omega_subunit:cds3595:+:275:NC_000913.3"	0.740120368196665	6.69020997304761	2.87937951497623	0.114305701603009	0.362719895136842
"CDS:b0993:torS:hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_TorR:cds975:-:2744:NC_000913.3"	1.10646716360159	4.95775122524214	2.87874347445441	0.114341878059093	0.362719895136842
"CDS:b1114:mfd:transcription-repair_coupling_factor:cds1091:-:3446:NC_000913.3"	0.783174509011806	7.45188048129492	2.877620147848	0.11440580463641	0.362719895136842
"CDS:b2310:argT:lysine2Farginine2Fornithine_transporter_subunit:cds2294:-:782:NC_000913.3"	-1.43914819208555	5.23317098970734	2.96808438785394	0.114449038195413	0.362719895136842
"CDS:b2437:eutR:eut_operon_transcriptional_activator2C_AraC_family:cds2416:-:1052:NC_000913.3"	1.95387457696627	3.88160296035861	2.87594664118122	0.114501122692288	0.362719895136842
"CDS:b4520:ymgF:inner_membrane_division_septum_protein:cds1147:+:218:NC_000913.3"	-2.91281111916006	3.21356579011358	2.8757372795786	0.114513054202743	0.362719895136842
"CDS:b1777:yeaC:DUF1315_family_protein:cds1765:-:272:NC_000913.3"	-0.792280350757788	6.26831955238674	2.87303937113124	0.114666945054629	0.362864237985789
"CDS:b4241:treR:trehalose_6-phosphate-inducible_trehalose_regulon_transcriptional_repressor:cds4157:-:947:NC_000913.3"	-1.83950094752931	3.90239409375292	2.87207650452511	0.1147219294262	0.362864237985789
"CDS:b3829:metE:5-methyltetrahydropteroyltriglutamate-homocysteine_S-methyltransferase:cds3764:+:2261:NC_000913.3"	3.00554261933603	5.64622428405707	4.0562005975423	0.11494201489794	0.363301788198042
"CDS:b4214:cysQ:32728227292C527-bisphosphate_nucleotidase:cds4132:+:740:NC_000913.3"	-0.777482868403808	6.74045059867002	2.86661183999339	0.115034604544214	0.363336021744481
"CDS:b0838:gstB:glutathione_S-transferase:cds819:-:626:NC_000913.3"	0.843830502254522	5.82323489312454	2.86479166785229	0.115138983560871	0.363336758470636
"CDS:b0039:caiA:crotonobetaine_reductase_subunit_II2C_FAD-binding:cds37:-:1142:NC_000913.3"	-1.010194697946	5.37226140459561	2.86350911878056	0.115212602320622	0.363336758470636
"CDS:b3960:argH:argininosuccinate_lyase:cds3886:+:1373:NC_000913.3"	1.08376015916697	5.16891813506938	2.86233384064673	0.115280114636273	0.363336758470636
"CDS:b1627:rsxA:SoxR_iron-sulfur_cluster_reduction_factor_component3B_inner_membrane_protein_of_electron_transport_complex:cds1616:+:581:NC_000913.3"	-1.40282887399661	4.83090217978935	2.85834896259239	0.115509383986481	0.363783938156138
"CDS:b1200:dhaK:dihydroxyacetone_kinase2C_PTS-dependent2C_dihydroxyacetone-binding_subunit:cds1180:-:1070:NC_000913.3"	1.30966309784216	8.96383594764664	3.00876627050373	0.115585715723777	0.363783938156138
"CDS:b1433:ydcO:BenE_family_inner_membrane_putative_transporter:cds1420:-:1175:NC_000913.3"	1.51665826646476	4.1202241932633	2.85200817819796	0.115875360011712	0.364437437998618
"CDS:b0783:moaC:molybdopterin_biosynthesis2C_protein_C:cds764:+:485:NC_000913.3"	0.772135670288547	6.79353070983494	2.84636787863428	0.11620210770624	0.365080970567481
"CDS:b3340:fusA:protein_chain_elongation_factor_EF-G2C_GTP-binding:cds3277:-:2114:NC_000913.3"	1.30206847136636	12.7185382922551	2.84564135500236	0.116244278432265	0.365080970567481
"CDS:b0281:intF:CP4-6_prophage3B_putative_phage_integrase:cds276:-:1400:NC_000913.3"	-1.05465126772619	5.96509687121693	2.87015287379816	0.116846346317981	0.366505437051253
"CDS:b0731:mngA:fused_2-O-a-mannosyl-D-glycerate_specific_PTS_enzymes,_IIA_component2FIIB_component2FIIC_component:cds718:+:1976:NC_000913.3"	2.57372231286195	3.40610644902983	2.84838143634673	0.116953861838089	0.366505437051253
"CDS:b1864:yebC:UPF0082_family_protein:cds1856:-:740:NC_000913.3"	0.813773099478798	7.60173544165562	2.83245201344368	0.117013139452857	0.366505437051253
"CDS:b2618:ratB:UPF0125_family_protein:cds2595:-:290:NC_000913.3"	-1.24885363039651	4.72570722468378	2.83220282094546	0.117027726187157	0.366505437051253
"CDS:b0735:ybgE:putative_inner_membrane_protein_in_cydABX-ybgE_operon:cds723:+:293:NC_000913.3"	0.921895169211129	6.09291445426875	2.82789878637616	0.117280021537807	0.366984867668318
"CDS:b1540:rspR:transcriptional_repressor_for_rspAB:cds1526:+:686:NC_000913.3"	-0.795933470472976	6.64112446099591	2.82677559698585	0.117345971412394	0.366984867668318
"CDS:b3951:pflD:putative_glycine_radical_domain-containing_pyruvate_formate-lyase:cds3877:+:2297:NC_000913.3"	1.47074430484969	4.27468839926637	2.82480873573693	0.117461569099241	0.367088054203255
"CDS:b2861:insC1:IS2_repressor_TnpA:cds2819:-:365:NC_000913.3"	1.6735258597654	3.93006066041072	2.8064064243999	0.118549959765285	0.370229108360455
"CDS:b3411:yhgA:transposase_31_family_protein:cds3348:+:878:NC_000913.3"	-1.22603678858068	5.30563577604111	2.80599376744031	0.119158755387244	0.371869037177608
"CDS:b4363:yjjB:DUF3815_family_inner_membrane_protein:cds4279:-:473:NC_000913.3"	-1.5039525703357	4.28755617174648	2.77766618936503	0.120274807605714	0.374581085171226
"CDS:b1818:manY:mannose-specific_enzyme_IIC_component_of_PTS:cds1808:+:800:NC_000913.3"	0.962236062218775	8.02378887360785	2.78657015786754	0.120357920179279	0.374581085171226
"CDS:b0219:yafV:putative_NAD28P29-binding_C-N_hydrolase_family_amidase:cds209:-:770:NC_000913.3"	-0.894723112518209	6.02817413976398	2.77448794700692	0.120467448409712	0.374581085171226
"CDS:b3176:glmM:phosphoglucosamine_mutase:cds3120:-:1337:NC_000913.3"	0.875778569251388	8.52806972542046	2.77429282704243	0.120479287512168	0.374581085171226
"CDS:b3565:xylA:D-xylose_isomerase:cds3504:-:1322:NC_000913.3"	-1.00694848893783	5.3535822597085	2.7724857649958	0.120589001196603	0.374581085171226
"CDS:b4186:yjfC:ATP-Grasp_family_ATPase:cds4104:+:1163:NC_000913.3"	2.96036944106728	2.87510202757223	2.77226639690696	0.120602328279974	0.374581085171226
"CDS:b1213:ychQ:SIRB_family_inner_membrane_protein:cds1193:+:392:NC_000913.3"	-1.01446995606994	5.45526214752789	2.77063442848327	0.120701531040694	0.374581085171226
"CDS:b4380:yjjI:DUF3029_family_protein2C_putative_glycine_radical_enzyme:cds4295:-:1550:NC_000913.3"	1.04708474542856	8.97889655080027	2.77045033267602	0.12071272803526	0.374581085171226
"CDS:b0565:ompT:DLP12_prophage3B_outer_membrane_protease_VII_28outer_membrane_protein_3b29:cds560:-:953:NC_000913.3"	-1.05555966589213	10.4735975317977	2.76790069156479	0.120867933291559	0.374581085171226
"CDS:b4646:yrdE:putative_acryloyl-CoA_reductase:cds3198:+:299:NC_000913.3"	-2.87087989638609	3.10024554272647	2.76785570157643	0.120870674197916	0.374581085171226
"CDS:b0514:glxK:glycerate_kinase_II:cds504:+:1145:NC_000913.3"	2.20500844554267	3.25244185896792	2.75814304384212	0.12146419761545	0.375110866652825
"CDS:b4491:ycgH:inner_membrane_division_septum_protein:cds1148:+:2647:NC_000913.3"	1.54053425228976	4.14272786541991	2.75763857644493	0.121495123057738	0.375110866652825
"CDS:b0018:mokC:regulatory_protein_for_HokC2C_overlaps_CDS_of_hokC:cds15:-:209:NC_000913.3"	-1.48966023357628	4.31080687910291	2.75545481680283	0.121629106760978	0.375110866652825
"CDS:b3475:acpT:427-phosphopantetheinyl_transferase:cds3410:+:587:NC_000913.3"	-1.09870564550922	5.33676679409673	2.75533457215386	0.121636489629559	0.375110866652825
"CDS:b4346:mcrB:5-methylcytosine-specific_restriction_enzyme_McrBC2C_subunit_McrB:cds4262:-:1379:NC_000913.3"	-0.842959954396233	6.20607041523719	2.75447876690062	0.121689050995267	0.375110866652825
"CDS:b2472:dapE:N-succinyl-diaminopimelate_deacylase:cds2452:+:1127:NC_000913.3"	0.738716890917142	6.40706092541516	2.75230613854719	0.121822614482785	0.375110866652825
"CDS:b1618:uidR:transcriptional_repressor:cds1606:-:590:NC_000913.3"	-0.79976319307085	7.25214909984772	2.75191559294543	0.12184664270251	0.375110866652825
"CDS:b0527:ybcI:DUF457_family_inner_membrane_protein:cds517:-:521:NC_000913.3"	2.89729188276421	2.65481585185142	2.7491121421254	0.122019296472325	0.375110866652825
"CDS:b1698:ydiR:putative_electron_transfer_flavoprotein2C_FAD-binding_subunit:cds1686:+:938:NC_000913.3"	2.89729188276421	2.65481585185142	2.7491121421254	0.122019296472325	0.375110866652825
"CDS:b3079:ygjJ:putative_periplasmic_protein:cds3028:+:1070:NC_000913.3"	2.89729188276421	2.65481585185142	2.7491121421254	0.122019296472325	0.375110866652825
"CDS:b4693:aaaE:e14_prophage3B_uncharacterized_protein:cds1126:+:1133:NC_000913.3"	2.89729188276421	2.65481585185142	2.7491121421254	0.122019296472325	0.375110866652825
"CDS:b0954:fabA:beta-hydroxydecanoyl_thioester_dehydrase:cds934:-:518:NC_000913.3"	-1.01503562713187	8.59946682841568	2.74854070968432	0.122054525918088	0.375110866652825
"CDS:b0855:potG:putrescine_transporter_subunit,_ATP-binding_component_of_ABC_superfamily:cds836:+:1133:NC_000913.3"	2.60286094491222	2.71708954744544	2.74412169048412	0.122327388655769	0.375447828921977
"CDS:b1319:ompG:outer_membrane_porin_G:cds1303:+:905:NC_000913.3"	2.77246690138293	2.91038023757507	2.7440287436268	0.122333135976378	0.375447828921977
"CDS:b1168:ycgG:putative_membrane-anchored_cyclic-di-GMP_phosphodiesterase:cds1146:+:1523:NC_000913.3"	2.58829795772481	3.23811599201742	2.74178873983669	0.122471746535223	0.375579371828658
"CDS:b1443:ydcV:putative_spermidine2Fputrescine_transporter_subunit:cds1430:+:794:NC_000913.3"	2.81274277352996	3.01417512612764	2.74048741474351	0.12255236125313	0.375579371828658
"CDS:b0013:yaaI:UPF0412_family_protein:cds11:-:404:NC_000913.3"	3.43205715121422	2.17929301055814	2.73752365258314	0.122736206084808	0.375579371828658
"CDS:b1012:rutA:pyrimidine_oxygenase2C_FMN-dependent:cds994:-:1148:NC_000913.3"	3.43205715121422	2.17929301055814	2.73752365258314	0.122736206084808	0.375579371828658
"CDS:b3482:rhsB:Rhs_family_putative_polymorphic_toxin2C_putative_neighboring_cell_growth_inhibitor:cds3417:+:4235:NC_000913.3"	1.09333275394892	5.64632423760926	2.76283244148826	0.122798565991683	0.375579371828658
"CDS:b2109:yehB:putative_outer_membrane_protein:cds2093:-:2480:NC_000913.3"	1.91134996099458	3.91815153978222	2.7289311591118	0.123271138494944	0.3765064876093
"CDS:b2118:yehI:DUF4132_domain-containing_protein:cds2100:+:3632:NC_000913.3"	1.91134996099458	3.91815153978222	2.7289311591118	0.123271138494944	0.3765064876093
"CDS:b1513:lsrA:autoinducer_2_import_ATP-binding_protein:cds1498:+:1535:NC_000913.3"	1.58675893719258	4.57515983949714	2.76066145962816	0.123562451267496	0.376979396628669
"CDS:b1496:yddA:putative_multidrug_transporter_subunit_of_ABC_superfamily2C_membrane_component2FATP-binding_component:cds1482:-:1685:NC_000913.3"	2.43869353425396	3.91298513525132	2.87885171786628	0.12359563026282	0.376979396628669
"CDS:b1404:insI1:IS30_transposase:cds1392:+:1151:NC_000913.3"	-0.791012059818698	6.20945863001597	2.72152032182534	0.123734825291787	0.377069378452884
"CDS:b1991:cobT:nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase:cds1969:-:1079:NC_000913.3"	0.99745431186864	5.14400222686394	2.72056381878425	0.12379482969459	0.377069378452884
"CDS:b1887:cheW:purine-binding_chemotaxis_protein:cds1879:-:503:NC_000913.3"	-2.46202358723189	4.56769190796587	3.01304155983444	0.124135853708878	0.377697768571812
"CDS:b2846:yqeH:putative_LuxR_family_transcriptional_regulator:cds2805:+:632:NC_000913.3"	-2.89769970755746	3.13693856560574	2.71322775847791	0.124256243359978	0.377697768571812
"CDS:b3032:cpdA:3272C527_cAMP_phosphodiesterase:cds2981:-:827:NC_000913.3"	-0.830755452280938	8.22144904507174	2.71321504661228	0.124257044740276	0.377697768571812
"CDS:b0014:dnaK:chaperone_Hsp702C_with_co-chaperone_DnaJ:cds12:+:1916:NC_000913.3"	1.67321346696869	11.2790908602533	2.86313543914763	0.124533641506929	0.377697768571812
"ncRNA:eyeA:rna11:+:74:NC_000913.3"	4.32753440147453	1.60968104385471	2.74205421552522	0.124563272832049	0.377697768571812
"CDS:b0542:renD:DLP12_prophage3B_putative_phage_integrase:cds530:+:212:NC_000913.3"	-4.97447855784608	2.31426010607447	2.74173776848288	0.124582875034182	0.377697768571812
"CDS:b1112:bhsA:biofilm2C_cell_surface_and_signaling_protein:cds1089:+:257:NC_000913.3"	-3.21057115567877	6.25372103453681	4.02807511771393	0.124639351336852	0.377697768571812
"CDS:b0238:gpt:xanthine_phosphoribosyltransferase3B_xanthine-guanine_phosphoribosyltransferase:cds228:+:458:NC_000913.3"	-0.873061433108878	5.90754680310856	2.7065033374057	0.124681059067247	0.377697768571812
"CDS:b2743:pcm:L-isoaspartate_protein_carboxylmethyltransferase_type_II:cds2705:-:626:NC_000913.3"	0.744392556423979	6.23226639930978	2.70502941886883	0.124774414193741	0.377723090379416
"CDS:b0675:umpH:UMP_phosphatase:cds660:-:752:NC_000913.3"	0.761674543006733	6.29175160814227	2.70077327652822	0.125044476384614	0.378119078667746
"CDS:b3888:yiiD:putative_acetyltransferase:cds3816:+:989:NC_000913.3"	0.755076079968175	6.16612049900294	2.70028676448666	0.125075392808638	0.378119078667746
"ncRNA:micF:rna71:+:92:NC_000913.3"	-5.12027514909094	2.42765035934208	2.72866532074511	0.125396024213636	0.378566120448904
"CDS:b2703:srlE:glucitol2Fsorbitol-specific_enzyme_IIB_component_of_PTS:cds2665:+:959:NC_000913.3"	1.63328740652588	8.63928815546586	3.0917047759425	0.125428964502824	0.378566120448904
"CDS:b1210:hemA:glutamyl_tRNA_reductase:cds1190:+:1256:NC_000913.3"	-0.741979977123167	6.93439852390379	2.69395184454421	0.125478824352213	0.378566120448904
"CDS:b0983:gfcE:putative_O-antigen_capsule_outer_membrane_auxillary_protein_export_channel:cds963:-:1139:NC_000913.3"	2.04188022107645	3.46931241879675	2.69091757530316	0.125672629106036	0.378893598200288
"CDS:b1754:ynjB:putative_ABC_superfamily_transporter_periplasmic-binding_protein:cds1742:+:1166:NC_000913.3"	1.49765714321952	4.10894354769011	2.68876364607494	0.125810429968801	0.378937444339633
"CDS:b1719:thrS:threonyl-tRNA_synthetase:cds1707:-:1928:NC_000913.3"	1.03863609316463	10.4728906002848	2.68802528169285	0.125857711036296	0.378937444339633
"CDS:b4191:ulaR:transcriptional_repressor_for_the_L-ascorbate_utilization_28ula29_divergent_operon:cds4109:-:755:NC_000913.3"	-1.12905633478962	5.10773398009617	2.68386828022371	0.126124315506606	0.379271970261445
"CDS:b1523:yneG:DUF4186_family_protein:cds1508:-:359:NC_000913.3"	2.51932569931416	2.64348572285997	2.68335297913791	0.126157412489224	0.379271970261445
"CDS:b2984:yghR:putative_ATP-binding_protein:cds2937:-:758:NC_000913.3"	3.0059449864494	2.63462909951309	2.68230349690877	0.126224852388991	0.379271970261445
"CDS:b2474:tmcA:elongator_methionine_tRNA_28ac4C3429_acetyltransferase:cds2455:-:2015:NC_000913.3"	0.831579270008419	5.72538631362283	2.68079630331493	0.126321783091747	0.379306759499813
"CDS:b3064:tsaD:tRNA28ANN29_t28629A37_threonylcarbamoyladenosine_modification_protein3B_glycation_binding_protein:cds3014:-:1013:NC_000913.3"	-0.7983220029599	6.02023310281993	2.67821995334394	0.126487687207475	0.379548468568548
"CDS:b2312:purF:amidophosphoribosyltransferase:cds2296:-:1517:NC_000913.3"	0.925856953561203	5.95071283855413	2.67416934961246	0.126749072548689	0.380076166266109
"CDS:b2734:pphB:serine2Fthreonine-specific_protein_phosphatase_2:cds2696:+:656:NC_000913.3"	-4.98049690746708	2.34255891371534	2.70291755530574	0.127017125415965	0.380605944943607
"CDS:b1051:msyB:multicopy_suppressor_of_secY_and_secA:cds1029:-:374:NC_000913.3"	1.07844324673689	4.96820718172195	2.66758567289491	0.127175347680251	0.380605944943607
"CDS:b2549:yphG:DUF4380_domain-containing_TPR_repeat_protein:cds2531:-:3281:NC_000913.3"	1.66222429082859	3.90032268897823	2.66747267300454	0.127182679622245	0.380605944943607
"CDS:b3018:plsC:1-acyl-sn-glycerol-3-phosphate_acyltransferase:cds2967:-:737:NC_000913.3"	-0.783234821885871	6.40233310575149	2.66419934498578	0.127395295635663	0.380791606299082
"CDS:b1388:paaA:ring_12C2-phenylacetyl-CoA_epoxidase_subunit:cds1375:+:929:NC_000913.3"	2.17629232004201	3.50673352797996	2.66228849026114	0.127519617266298	0.380791606299082
"CDS:b0194:proS:prolyl-tRNA_synthetase:cds189:-:1718:NC_000913.3"	0.823243278111368	8.22810600049499	2.65605894506931	0.127925962623392	0.380791606299082
"CDS:b3685:yidE:putative_transporter:cds3632:-:1661:NC_000913.3"	-0.802339261883189	7.80314776350365	2.6544125343531	0.128033624202613	0.380791606299082
"CDS:b2630:rnlA:CP4-57_prophage3B_RNase_LS:cds2606:+:1073:NC_000913.3"	-0.834541361094881	8.26716654121013	2.65191733508047	0.128197003900383	0.380791606299082
"CDS:b4315:fimI:fimbrial_protein_involved_in_type_1_pilus_biosynthesis:cds4233:+:539:NC_000913.3"	2.99761822489785	5.87501925935239	3.84335505036431	0.128336742610985	0.380791606299082
"CDS:b1222:narX:sensory_histidine_kinase_in_two-component_regulatory_system_with_NarL:cds1205:-:1796:NC_000913.3"	-0.7846839593689	7.29105109781439	2.64549489056466	0.128618721805554	0.380791606299082
"CDS:b2901:bglA:6-phospho-beta-glucosidase_A:cds2857:+:1439:NC_000913.3"	0.747726367142365	7.71321827104613	2.6443455201249	0.12869437462617	0.380791606299082
"CDS:b0652:gltL:glutamate2C_aspartate_ABC_transporter_ATP-binding_subunit:cds648:-:725:NC_000913.3"	-1.20071579033306	4.97702855513268	2.64233044984372	0.128827142112427	0.380791606299082
"CDS:b0266:yagB:IS1_repressor_TnpA:cds260:-:308:NC_000913.3"	-1.27590069504665	4.57878907826989	2.63894394319067	0.129050653019502	0.380791606299082
"CDS:b0841:ybjG:undecaprenyl_pyrophosphate_phosphatase:cds822:-:596:NC_000913.3"	-1.61100210204348	4.33392250168782	2.63738779396727	0.129153520973058	0.380791606299082
"CDS:b1538:dcp:dipeptidyl_carboxypeptidase_II:cds1524:-:2045:NC_000913.3"	0.719855316440304	6.56333267221281	2.63725567157384	0.129162259502149	0.380791606299082
"CDS:b0252:yafZ:CP4-6_prophage3B_conserved_protein:cds245:-:821:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b0548:ninE:DLP12_prophage3B_conserved_protein:cds539:+:170:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b0613:citG:2-2852727-triphosphoribosyl29-327-dephosphocoenzyme-A_synthase:cds610:-:878:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b1039:csgE:curlin_secretion_specificity_factor:cds1017:-:389:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b1471:yddK:nitrate2Fnitrite_transporter:cds1457:-:950:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b2003:yeeT:CP4-44_prophage3B_uncharacterized_protein:cds1983:+:221:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b2139:mdtQ:putative_oxidoreductase:cds2122:-:149:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b2858:ygeN:uncharacterized_protein:cds2816:-:260:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b2985:yghS:putative_ATP-binding_protein:cds2938:-:713:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b4096:phnL:ribophosphonate_triphosphate_synthase_subunit3B_putative_ABC_transporter_ATP-binding_protein:cds4013:-:680:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b4621:yjbS:uncharacterized_protein:cds3970:-:203:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b4642:yoeD:CP4-44_prophage3B_toxin_of_the_YeeV-YeeU_toxin-antitoxin_system:cds1987:-:128:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b4648:ysaC:L-ribulose-5-phosphate_4-epimerase:cds3523:-:101:NC_000913.3"	4.14507571447443	1.57869997812849	2.66600998044254	0.129386886928806	0.380791606299082
"CDS:b2169:fruB:fused_fructose-specific_PTS_enzymes,_IIA_component2FHPr_component:cds2153:-:1130:NC_000913.3"	0.981493943915791	5.44894618513201	2.63226097279452	0.129493146258179	0.380814985058744
"CDS:b2755:ygbT:multifunctional_endonuclease_Cas12C_CRISPR_adaptation_protein3B_DNA_repair_enzyme:cds2717:-:917:NC_000913.3"	1.71057312949007	4.10952581331506	2.631160151231	0.129566214538439	0.380814985058744
"CDS:b1764:selD:selenophosphate_synthase:cds1752:-:1043:NC_000913.3"	0.77721064836442	7.459165070325	2.62639253053811	0.129883262496018	0.38131150641316
"CDS:b1672:ydhW:FNR2C_Nar2C_NarP-regulated_protein3B_putative_subunit_of_YdhYVWXUT_oxidoreductase_complex:cds1660:-:647:NC_000913.3"	1.73786958841573	3.79429514820637	2.62603983137291	0.129906755335177	0.38131150641316
"CDS:b3204:ptsN:sugar-specific_enzyme_IIA_component_of_PTS:cds3148:+:491:NC_000913.3"	0.722740179408356	6.330038921924	2.62052414672938	0.130274835651062	0.382139517909781
"CDS:b0559:ybcW:DLP12_prophage3B_uncharacterized_protein:cds552:+:206:NC_000913.3"	-2.82447934716275	3.15954108482268	2.61668055557085	0.130532097702778	0.382409010062827
"CDS:b1640:anmK:anhydro-N-acetylmuramic_acid_kinase:cds1629:-:1109:NC_000913.3"	-0.804480628892231	5.89839063152899	2.61658040868526	0.130538809240619	0.382409010062827
"CDS:b3884:yihW:DeoR_family_putative_transcriptional_regulator:cds3812:+:785:NC_000913.3"	-0.857905430877893	6.43255491798777	2.61291926913756	0.13078446224604	0.38274547961857
"CDS:b4525:ymjC:murein_peptide_amidase_A:cds1311:-:137:NC_000913.3"	-1.98722984204162	3.70738718876898	2.61230225435419	0.130825918888526	0.38274547961857
"CDS:b1678:ldtE:murein_L2CD-transpeptidase:cds1666:-:1004:NC_000913.3"	1.00594085550375	5.29033290857569	2.60990156366824	0.130987374497858	0.382965718597686
"CDS:b0578:nfsB:dihydropteridine_reductase2C_NAD28P29H-dependent2C_oxygen-insensitive:cds573:-:653:NC_000913.3"	-0.833977240647042	7.42409497487226	2.60645648867244	0.131219501848979	0.383392153988732
"CDS:b3719:yieL:putative_xylanase:cds3667:-:1169:NC_000913.3"	5.39059118173386	6.05205755489349	4.37428870336899	0.131382458310761	0.383616060928399
"CDS:b2271:yfbL:putative_peptidase:cds2255:+:971:NC_000913.3"	3.08964424324728	2.35171117712604	2.6024306102512	0.131491411676276	0.383682096841346
"CDS:b1976:mtfA:anti-repressor_for_DgsA28Mlc29:cds1959:+:797:NC_000913.3"	-0.765783478877826	7.80914213328291	2.60003439365323	0.131653585878705	0.383830901535176
"CDS:b2077:mdtD:putative_arabinose_efflux_transporter:cds2063:+:1415:NC_000913.3"	2.04595905835231	3.53119986017061	2.59912571514171	0.131715149604218	0.383830901535176
"CDS:b3159:yhbV:U32_peptidase_family_protein:cds3104:+:878:NC_000913.3"	0.906599151669578	6.27216758480919	2.60825534810753	0.131942417701743	0.384151652225581
"CDS:b2185:rplY:50S_ribosomal_subunit_protein_L25:cds2170:+:284:NC_000913.3"	0.755947214860828	7.96066546339915	2.59363167914637	0.132088138551999	0.384151652225581
"CDS:b0090:murG:N-acetylglucosaminyl_transferase:cds87:+:1067:NC_000913.3"	0.704375324022776	7.05165505104895	2.59352840706803	0.132095162238749	0.384151652225581
"CDS:b3812:yigB:5-amino-6-285-phospho-D-ribitylamino29uracil_phosphatase3B_pyrimidine_phosphatase3B_riboflavin_synthesis:cds3748:+:716:NC_000913.3"	0.835037938764621	5.74733605086552	2.59241392668817	0.132170989255831	0.384151652225581
"CDS:b0903:pflB:formate_C-acetyltransferase_12C_anaerobic3B_pyruvate_formate-lyase_1:cds883:-:2282:NC_000913.3"	1.43715591717986	12.9467744410169	2.58876339876835	0.132419743224705	0.38462309731411
"CDS:b2218:rcsC:hybrid_sensory_kinase_in_two-component_regulatory_system_with_RcsB_and_YojN:cds2201:-:2849:NC_000913.3"	-0.728500956559807	7.4920768910972	2.58588695425929	0.132616159939946	0.384833533893291
"CDS:b0711:ybgJ:putative_allophanate_hydrolase2C_subunit_1:cds699:+:656:NC_000913.3"	0.882915562074247	5.44580552567114	2.58516689341737	0.132665385671585	0.384833533893291
"CDS:b0153:fhuB:fused_iron-hydroxamate_transporter_subunits_of_ABC_superfamily,_membrane_components:cds148:+:1982:NC_000913.3"	1.148922592078	4.76950721837937	2.57600501868058	0.133293710733508	0.386249528466664
"CDS:b3915:fieF:ferrous_iron_and_zinc_transporter:cds3842:+:902:NC_000913.3"	-0.716143319743068	6.50404036320003	2.57520920426757	0.133348462608364	0.386249528466664
"CDS:b0898:ycaD:putative_MFS-type_transporter:cds878:+:1148:NC_000913.3"	-1.37289084222362	4.38828208273054	2.5735116710742	0.133465346106248	0.386249528466664
"CDS:b1522:yneF:putative_membrane-bound_diguanylate_cyclase:cds1507:-:947:NC_000913.3"	-1.16783788419894	4.74702767182228	2.56971668045094	0.133727111329491	0.386249528466664
"CDS:b1043:csgC:curli_assembly_protein:cds1021:+:332:NC_000913.3"	-5.46666488096476	2.63943747335741	2.65248941004681	0.133863563939896	0.386249528466664
